Description,Quantity,UnitPrice,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Quantity_Group
1,1,62.05,7,0.23,0,19.94,3,0,0,3,0,1,Low
10,19,32.66,4,0.31,0,25.2,2,1,0,1,4,1,Medium
10,40,41.95,5,0.16,2,22.43,2,0,0,3,2,1,High
7,49,94.49,9,0.27,0,29.3,2,0,0,2,3,2,High
3,26,58.24,3,0.44,1,18.73,3,0,0,1,2,1,Medium
3,19,56.34,10,0.33,0,19.24,1,0,0,3,4,1,Medium
2,10,25.92,3,0.07,1,18.08,0,0,0,1,4,1,Low
4,21,37.89,5,0.24,1,25.18,1,1,0,1,4,1,Medium
10,48,86.72,6,0.49,2,13.72,3,1,1,3,4,2,High
4,33,55.65,2,0.25,0,11.37,4,0,0,3,3,1,Medium
2,43,70.63,6,0.24,1,25.22,2,1,0,2,0,0,High
4,1,39.07,10,0.49,0,10.99,2,1,0,3,2,0,Low
10,41,89.28,9,0.47,1,26.16,0,1,0,2,2,2,High
6,21,37.41,3,0.5,0,6.32,0,0,0,0,4,2,Medium
5,20,27.09,5,0.11,1,27.02,0,1,0,2,2,1,Medium
1,19,69.02,7,0.35,0,21.45,2,1,0,0,1,2,Medium
2,35,25.76,8,0.34,0,12.39,3,0,0,2,4,0,Medium
5,20,46.86,6,0.39,1,18.0,4,1,1,2,3,1,Medium
2,35,38.82,10,0.13,0,16.64,1,1,0,2,1,1,Medium
2,22,57.34,2,0.25,2,9.76,0,1,0,3,4,2,Medium
1,34,85.45,0,0.43,0,29.31,2,0,0,2,1,2,Medium
4,42,38.97,4,0.2,1,23.09,1,0,1,0,0,1,High
10,38,46.58,4,0.48,2,9.82,3,0,0,2,1,0,High
6,46,10.55,6,0.47,2,24.94,2,0,0,3,4,1,High
7,46,44.3,8,0.09,1,19.18,3,0,0,1,1,0,High
4,29,72.65,4,0.39,0,25.88,1,1,1,1,4,0,Medium
5,26,88.96,4,0.04,0,10.28,0,1,1,2,4,2,Medium
4,31,58.31,2,0.37,0,7.79,4,1,0,1,3,2,Medium
3,5,55.29,4,0.01,2,23.63,3,1,0,3,0,2,Low
6,41,80.18,3,0.44,2,18.66,3,0,0,1,4,1,High
7,31,71.88,2,0.41,0,12.36,2,1,0,1,4,0,Medium
3,38,18.14,11,0.07,1,26.83,0,1,1,2,0,2,High
7,38,7.26,6,0.22,0,14.34,4,0,0,2,3,1,High
4,30,64.64,9,0.28,0,9.97,3,1,1,2,2,0,Medium
9,9,75.4,9,0.11,2,22.11,1,1,0,0,0,2,Low
6,36,58.16,3,0.48,1,24.13,4,0,0,0,3,0,High
5,34,51.05,8,0.4,0,14.97,1,1,0,3,2,1,Medium
8,25,30.01,4,0.14,1,21.37,3,0,0,1,4,1,Medium
3,20,17.3,9,0.06,2,7.53,1,0,0,0,3,1,Medium
8,47,54.52,0,0.28,1,14.27,4,0,0,2,2,1,High
10,27,76.18,5,0.34,2,16.05,2,0,1,2,2,2,Medium
2,34,35.69,3,0.26,2,17.18,4,0,0,0,1,1,Medium
7,46,25.65,8,0.5,0,25.73,0,1,0,3,0,0,High
8,19,52.71,8,0.39,2,20.0,3,0,0,1,4,2,Medium
8,44,7.73,11,0.14,2,9.67,0,1,0,3,1,0,High
9,28,90.62,1,0.45,0,19.45,1,0,0,0,0,1,Medium
6,41,64.03,4,0.34,2,28.05,2,0,0,2,0,2,High
4,22,48.38,7,0.29,2,21.45,2,0,1,3,3,1,Medium
4,39,51.4,2,0.3,1,15.03,1,1,0,1,2,0,High
7,43,57.5,8,0.15,2,15.24,2,1,0,0,2,1,High
9,5,97.81,11,0.39,0,20.52,4,1,0,0,2,2,Low
4,36,31.33,1,0.29,2,14.35,1,0,0,0,1,1,High
8,17,8.78,7,0.22,1,25.13,4,0,0,2,4,2,Medium
7,28,90.18,0,0.34,2,12.29,1,0,0,3,2,0,Medium
8,44,94.86,9,0.48,0,14.65,2,0,0,3,0,1,High
0,29,62.35,7,0.47,0,10.57,4,1,0,3,1,0,Medium
6,13,65.01,0,0.23,0,18.86,2,0,0,0,1,2,Low
3,37,19.55,2,0.02,0,29.29,4,1,0,3,0,1,High
1,29,1.66,0,0.13,1,14.1,0,1,0,2,3,1,Medium
0,3,7.51,7,0.17,2,15.0,0,1,0,2,3,2,Low
0,47,82.69,9,0.11,2,10.83,0,1,0,0,0,2,High
0,37,48.35,7,0.47,2,13.6,2,0,0,2,0,1,High
8,37,83.21,1,0.48,2,10.36,1,0,0,1,0,0,High
6,16,11.53,7,0.01,1,10.28,0,1,0,0,2,0,Medium
5,25,63.74,10,0.13,1,22.64,4,1,0,0,4,1,Medium
0,18,70.22,11,0.16,1,17.27,0,0,0,1,0,1,Medium
6,17,53.08,6,0.19,2,14.74,0,0,0,0,3,0,Medium
1,11,65.95,9,0.1,1,9.11,3,0,0,0,3,2,Low
9,3,58.88,8,0.11,2,15.39,1,1,0,1,3,2,Low
1,37,41.81,7,0.31,0,9.03,2,1,0,1,2,2,High
2,31,78.35,5,0.14,1,12.14,0,0,0,2,0,0,Medium
7,32,94.45,5,0.2,0,22.02,3,0,0,3,1,0,Medium
2,24,74.1,8,0.11,2,7.98,4,1,0,3,0,0,Medium
8,47,22.18,0,0.35,1,22.48,0,0,0,0,3,1,High
1,25,69.47,5,0.02,2,25.61,4,1,0,1,0,2,Medium
6,49,65.24,8,0.23,1,26.96,2,0,0,0,1,2,High
0,11,5.67,1,0.03,2,17.21,3,1,0,0,4,0,Low
9,24,79.4,11,0.02,0,12.58,0,0,0,2,2,2,Medium
1,28,59.07,4,0.1,2,24.89,4,0,0,2,0,0,Medium
1,46,88.94,7,0.44,1,17.78,1,1,0,2,0,0,High
2,44,73.52,3,0.31,1,28.77,3,1,0,0,1,1,High
0,8,86.83,2,0.48,1,16.82,2,1,0,2,2,1,Low
4,29,50.71,9,0.36,2,19.02,1,0,0,0,2,1,Medium
4,18,19.95,11,0.47,2,22.1,1,0,0,3,4,1,Medium
0,11,32.9,1,0.28,2,27.77,2,1,0,0,1,1,Low
9,28,17.68,3,0.27,0,27.2,2,0,0,1,1,2,Medium
6,44,63.61,3,0.12,2,9.95,0,0,0,2,2,1,High
3,2,66.86,6,0.36,1,29.95,3,0,0,2,0,2,Low
2,5,77.12,6,0.15,1,5.5,3,1,0,3,0,0,Low
4,9,28.63,7,0.32,1,11.76,0,0,1,1,3,0,Low
0,49,12.64,10,0.27,1,28.63,1,0,0,0,2,1,High
2,37,10.75,10,0.05,0,18.24,2,1,0,0,2,1,High
10,22,96.74,3,0.0,0,24.27,2,0,0,3,0,1,Medium
9,21,32.5,0,0.19,0,28.5,3,0,0,3,4,1,Medium
4,39,29.04,6,0.44,1,29.89,3,1,0,3,0,1,High
8,34,48.93,5,0.46,0,23.37,0,0,0,3,3,1,Medium
6,23,95.6,4,0.26,2,9.28,2,1,1,2,1,2,Medium
8,37,93.86,8,0.16,2,13.05,0,1,0,3,3,1,High
8,3,73.31,2,0.04,0,9.62,1,0,0,0,1,1,Low
6,43,36.3,0,0.18,2,9.9,4,1,0,3,3,2,High
2,35,24.51,1,0.48,2,27.42,2,0,0,3,2,1,Medium
5,35,6.0,4,0.48,2,15.64,4,1,0,0,2,1,Medium
6,42,24.85,9,0.23,1,24.82,4,0,0,1,1,1,High
3,39,6.32,3,0.4,1,14.5,3,1,0,0,3,0,High
3,36,42.99,6,0.25,0,5.33,0,0,0,1,4,2,High
1,6,79.06,10,0.48,0,17.81,0,0,0,3,3,1,Low
2,47,40.8,4,0.01,2,18.14,1,1,1,3,2,1,High
0,44,85.09,11,0.25,2,7.94,2,1,0,3,0,0,High
9,49,58.85,0,0.32,2,9.84,2,1,0,0,2,1,High
1,47,94.48,8,0.03,2,23.2,0,1,0,1,4,0,High
5,35,31.51,5,0.4,0,18.78,3,0,0,3,1,1,Medium
10,7,64.38,4,0.42,1,6.26,1,1,0,1,3,0,Low
9,46,89.08,1,0.2,1,14.06,3,0,0,2,3,0,High
0,2,57.81,11,0.31,2,15.6,1,1,0,0,0,2,Low
4,28,26.83,8,0.48,1,27.06,0,1,0,1,4,2,Medium
8,43,62.1,8,0.23,0,24.54,0,1,0,2,4,1,High
2,44,25.05,7,0.1,2,28.43,0,1,0,3,1,1,High
5,30,49.82,0,0.4,1,27.42,3,0,0,2,3,1,Medium
10,38,43.11,1,0.27,1,24.8,3,1,0,2,0,2,High
3,18,50.3,2,0.44,1,24.18,4,0,0,3,4,2,Medium
2,32,54.19,8,0.3,1,15.76,3,0,0,1,1,2,Medium
2,35,96.91,4,0.01,2,17.1,0,0,0,1,4,2,Medium
1,19,68.18,9,0.24,0,20.86,0,0,0,1,2,2,Medium
1,12,71.07,10,0.13,2,23.7,1,0,0,3,0,0,Low
10,38,44.99,9,0.43,2,5.64,0,1,0,3,2,0,High
8,43,13.25,10,0.12,0,24.49,3,1,0,0,0,1,High
10,12,51.27,11,0.01,2,13.48,3,1,0,1,3,1,Low
8,2,54.0,8,0.49,1,8.17,3,1,0,2,4,2,Low
10,42,2.68,6,0.24,0,19.16,3,0,1,1,2,2,High
4,13,36.96,5,0.27,0,17.89,4,0,0,0,2,1,Low
5,17,35.75,1,0.31,2,10.71,3,0,0,2,3,0,Medium
3,16,87.68,11,0.45,2,14.37,3,1,0,0,4,0,Medium
6,20,77.25,5,0.07,0,13.28,3,1,0,1,1,2,Medium
6,43,70.09,3,0.48,0,10.2,2,0,0,3,1,0,High
4,9,56.6,8,0.31,1,25.23,2,1,1,0,1,2,Low
9,8,61.7,8,0.39,1,10.66,2,0,0,3,3,0,Low
6,1,5.63,4,0.26,2,14.17,1,1,0,2,4,1,Low
4,23,34.55,11,0.36,1,28.13,3,0,0,3,1,2,Medium
4,15,2.76,8,0.25,0,28.03,2,0,0,3,0,0,Low
10,18,28.65,6,0.41,0,28.06,0,0,0,3,2,2,Medium
5,33,85.88,5,0.05,0,11.0,0,1,0,1,3,1,Medium
9,47,75.47,7,0.28,1,14.92,1,0,0,3,1,0,High
5,18,67.85,11,0.36,1,16.41,4,1,0,2,0,2,Medium
1,45,98.3,8,0.06,1,25.36,3,0,0,3,3,0,High
7,1,10.52,3,0.06,2,24.69,0,1,0,3,4,0,Low
4,45,17.45,1,0.4,1,21.55,1,1,0,3,1,2,High
5,45,62.1,1,0.25,2,6.95,2,0,0,3,4,0,High
0,32,71.12,8,0.06,0,6.09,3,0,0,1,4,2,Medium
5,16,81.47,5,0.27,2,8.36,3,1,0,1,2,2,Medium
0,31,83.26,5,0.07,2,29.58,4,1,0,2,1,1,Medium
8,48,53.56,2,0.45,0,28.99,3,0,0,2,3,2,High
5,5,88.94,5,0.06,1,10.77,2,1,0,0,3,2,Low
4,20,70.99,1,0.07,2,8.26,2,1,0,2,4,2,Medium
6,13,70.68,0,0.07,1,5.53,2,0,0,0,1,0,Low
1,5,99.15,2,0.08,1,25.45,4,1,0,1,2,1,Low
9,38,13.89,8,0.22,0,29.81,4,0,0,0,0,2,High
0,33,11.46,11,0.04,0,20.15,4,0,0,0,0,0,Medium
8,20,90.56,7,0.25,0,21.26,4,1,0,0,1,0,Medium
7,25,74.07,1,0.26,0,5.81,1,0,0,1,3,1,Medium
7,41,47.78,8,0.13,1,27.79,3,1,0,3,0,1,High
5,45,30.0,6,0.14,2,19.39,1,0,1,0,1,0,High
6,19,21.9,9,0.48,1,6.88,1,1,0,1,2,1,Medium
5,22,30.1,0,0.46,0,12.67,3,0,0,2,4,2,Medium
4,36,99.87,11,0.48,2,17.09,1,0,0,2,0,1,High
0,23,14.19,0,0.35,1,27.15,3,0,0,3,3,2,Medium
8,47,36.71,11,0.37,1,29.11,2,0,0,1,0,2,High
1,33,70.69,9,0.41,1,29.36,0,1,0,0,1,1,Medium
2,29,15.42,0,0.3,2,28.78,2,1,0,3,0,1,Medium
10,13,89.71,1,0.46,1,21.88,4,1,0,1,4,0,Low
2,43,64.05,10,0.01,0,7.65,4,1,0,3,4,2,High
3,27,97.78,10,0.26,0,26.9,0,0,0,0,4,0,Medium
6,4,48.75,4,0.49,1,15.29,4,0,0,1,2,1,Low
7,28,95.01,9,0.32,2,20.41,3,1,1,1,2,2,Medium
8,11,45.49,8,0.15,0,28.47,4,1,0,3,4,2,Low
8,40,43.97,1,0.39,1,10.11,3,0,0,0,3,0,High
3,31,90.2,4,0.28,2,26.03,2,1,0,1,2,0,Medium
5,3,71.86,6,0.02,2,10.18,0,1,0,1,4,1,Low
1,23,28.54,3,0.02,0,19.82,4,1,0,2,3,0,Medium
7,21,28.96,2,0.18,0,13.81,4,1,0,3,4,2,Medium
7,10,24.81,9,0.38,2,11.17,2,0,0,2,1,0,Low
5,22,68.18,0,0.33,2,29.3,0,1,0,3,1,0,Medium
8,11,3.34,5,0.2,2,6.62,3,1,0,3,4,1,Low
1,5,59.91,9,0.24,0,8.13,0,1,0,1,3,0,Low
3,14,95.17,7,0.39,2,7.75,1,1,0,0,3,1,Low
2,4,5.66,0,0.0,0,22.14,0,1,0,0,3,0,Low
6,19,32.94,11,0.19,2,8.54,0,0,0,0,0,0,Medium
3,44,55.26,4,0.44,2,19.69,2,0,0,3,3,0,High
9,25,75.5,2,0.42,2,15.13,3,0,0,2,1,0,Medium
4,30,67.51,10,0.06,1,9.43,1,1,0,2,4,2,Medium
1,39,88.31,4,0.11,1,29.61,1,1,0,0,0,0,High
2,24,81.71,9,0.26,2,24.88,0,0,0,1,0,2,Medium
8,10,23.0,5,0.36,1,15.01,0,0,0,3,3,0,Low
4,22,25.51,7,0.41,0,14.61,3,0,0,0,2,1,Medium
3,25,69.17,5,0.28,2,27.77,3,1,0,2,1,2,Medium
1,24,17.09,6,0.33,2,10.14,3,1,0,3,1,2,Medium
6,33,35.74,4,0.14,2,8.39,1,1,0,0,4,0,Medium
1,32,58.11,7,0.1,2,14.91,0,0,0,3,2,2,Medium
0,37,20.31,7,0.07,1,29.01,4,0,0,3,0,2,High
10,45,89.64,9,0.26,2,20.82,4,0,0,3,2,1,High
0,14,95.81,10,0.38,2,26.49,1,1,0,2,2,2,Low
10,39,65.16,0,0.32,2,22.18,1,0,0,1,1,0,High
7,4,14.89,5,0.37,1,24.2,4,0,0,3,3,1,Low
9,5,31.1,4,0.07,1,21.93,2,0,0,2,1,2,Low
5,39,7.66,5,0.06,2,25.01,1,0,0,1,3,1,High
2,19,88.78,8,0.18,0,5.23,0,1,0,3,4,0,Medium
8,40,33.42,3,0.5,0,12.85,1,0,0,2,2,0,High
7,43,80.63,10,0.15,0,27.56,1,1,0,1,1,2,High
3,15,29.56,1,0.29,1,20.04,4,0,0,2,1,1,Low
4,8,96.18,6,0.39,1,12.68,3,0,0,1,0,1,Low
1,21,26.41,2,0.31,1,27.71,0,0,0,1,0,2,Medium
7,27,15.8,11,0.45,1,12.02,0,0,0,0,2,0,Medium
0,17,10.18,8,0.17,2,8.09,0,0,0,1,2,1,Medium
4,5,32.6,10,0.11,0,21.94,2,0,0,1,0,1,Low
1,28,25.98,6,0.24,0,28.13,3,0,0,3,3,2,Medium
3,31,9.4,6,0.28,1,23.21,0,0,0,1,3,1,Medium
5,10,10.83,8,0.11,0,7.02,4,0,0,2,4,0,Low
10,49,37.18,9,0.11,2,12.06,4,1,0,1,3,2,High
1,10,43.24,1,0.49,2,6.86,1,1,0,0,0,0,Low
1,2,56.8,9,0.33,0,12.94,1,1,0,3,1,1,Low
9,31,38.39,2,0.09,1,14.71,3,1,0,0,2,2,Medium
5,40,30.76,0,0.37,2,25.96,1,0,1,1,3,0,High
6,4,83.85,6,0.29,1,25.53,3,1,0,1,2,2,Low
6,10,80.58,11,0.37,1,5.49,3,0,0,1,2,2,Low
8,12,96.44,10,0.04,2,26.77,0,1,0,2,3,0,Low
6,23,35.85,4,0.26,0,16.58,0,1,0,2,1,1,Medium
9,32,50.16,3,0.33,2,24.95,3,0,0,1,0,0,Medium
7,28,54.88,5,0.3,0,22.48,0,0,0,2,4,1,Medium
0,20,68.57,6,0.26,1,16.53,4,1,0,1,0,0,Medium
5,5,95.89,8,0.14,1,23.54,3,0,0,1,3,0,Low
5,35,7.26,4,0.36,2,5.12,2,0,0,1,0,2,Medium
5,10,47.35,11,0.17,1,18.95,2,1,0,3,1,1,Low
10,9,8.29,10,0.08,2,12.66,1,0,0,2,2,1,Low
3,1,71.87,8,0.08,2,12.73,0,0,1,2,2,1,Low
9,33,70.89,2,0.09,0,18.09,4,1,0,2,4,1,Medium
7,16,78.33,2,0.2,2,10.8,4,1,0,0,4,1,Medium
2,2,38.07,3,0.34,1,10.15,3,0,0,1,3,1,Low
10,39,71.94,2,0.02,1,23.0,3,0,0,0,2,0,High
0,9,26.63,9,0.24,1,29.47,1,0,0,2,3,0,Low
9,10,90.55,11,0.1,1,16.98,3,1,0,2,1,0,Low
0,27,5.57,2,0.44,2,29.62,0,0,0,2,4,2,Medium
3,36,96.43,7,0.22,0,19.43,3,0,0,3,1,0,High
1,15,4.41,11,0.23,0,11.0,2,1,0,3,3,1,Low
3,31,69.63,2,0.12,1,29.83,3,1,0,0,3,2,Medium
6,42,30.89,6,0.08,0,16.79,1,1,0,0,0,0,High
8,26,29.91,9,0.09,1,13.32,2,1,1,1,1,2,Medium
8,20,29.19,3,0.26,2,9.38,2,0,0,2,4,2,Medium
7,12,83.29,3,0.34,2,20.24,3,1,0,2,4,2,Low
10,39,14.18,3,0.11,1,16.97,0,0,1,0,0,0,High
5,38,44.06,6,0.48,2,15.19,3,0,0,2,3,0,High
6,47,82.94,5,0.39,2,7.53,1,1,0,1,2,0,High
5,26,37.48,11,0.16,2,22.54,0,0,0,0,3,2,Medium
9,18,88.56,0,0.08,1,6.1,2,1,0,1,4,2,Medium
10,31,74.2,6,0.14,1,7.89,3,1,0,0,1,0,Medium
3,32,39.68,6,0.38,2,27.11,1,1,0,2,1,0,Medium
0,23,53.65,6,0.49,0,27.75,0,0,0,3,4,2,Medium
6,15,3.72,5,0.36,2,8.69,2,0,0,2,2,1,Low
9,24,1.34,8,0.13,0,29.88,0,1,0,3,3,0,Medium
9,21,90.37,6,0.08,2,18.82,2,0,0,2,4,2,Medium
9,1,27.12,3,0.01,1,13.58,4,0,0,0,0,1,Low
4,21,77.22,8,0.03,1,13.56,4,0,0,3,1,2,Medium
5,14,15.36,3,0.26,0,7.86,3,0,0,0,3,1,Low
10,18,81.54,9,0.42,1,19.64,1,1,0,3,3,2,Medium
3,29,63.02,6,0.08,0,16.03,4,0,0,3,1,1,Medium
3,35,9.94,3,0.09,1,26.08,1,1,0,0,2,2,Medium
1,25,22.54,1,0.5,2,23.82,4,0,0,2,2,0,Medium
10,1,73.65,0,0.02,1,5.1,0,0,0,0,4,0,Low
5,25,93.04,4,0.2,2,18.92,3,1,0,2,0,1,Medium
6,30,9.68,3,0.41,2,15.4,2,1,0,3,3,1,Medium
0,7,81.52,6,0.04,1,23.06,3,0,0,1,3,0,Low
0,13,85.65,4,0.24,2,20.34,1,0,0,1,1,2,Low
4,40,54.78,4,0.37,0,26.65,1,0,0,0,2,1,High
3,18,98.2,0,0.17,2,29.12,0,0,0,3,0,2,Medium
0,47,79.33,6,0.23,0,12.5,2,1,0,2,3,2,High
10,43,88.49,2,0.33,1,27.94,0,0,0,1,0,0,High
6,43,48.72,11,0.05,2,12.54,4,1,0,1,4,0,High
0,43,61.11,7,0.25,0,13.76,4,0,0,0,2,0,High
7,29,87.78,8,0.48,2,23.34,4,1,0,0,3,2,Medium
6,20,6.79,8,0.42,0,11.07,0,1,0,3,3,2,Medium
1,49,49.29,0,0.49,2,17.86,1,1,0,0,2,0,High
1,30,98.93,7,0.34,1,18.14,3,0,0,2,2,2,Medium
6,9,52.58,3,0.1,2,11.63,3,1,0,0,3,0,Low
10,5,20.9,0,0.04,2,29.0,2,1,1,1,4,0,Low
4,28,24.34,5,0.16,0,6.86,2,0,0,2,4,1,Medium
4,26,89.37,4,0.19,0,12.94,2,0,0,1,3,2,Medium
10,6,11.81,9,0.21,1,14.59,3,0,0,2,1,0,Low
8,23,29.72,6,0.05,1,25.62,3,1,0,2,0,0,Medium
0,12,4.72,10,0.0,2,7.18,4,1,0,1,3,0,Low
10,6,80.01,0,0.16,0,17.32,4,0,0,0,1,0,Low
0,27,92.0,5,0.19,0,24.66,4,1,0,1,1,0,Medium
6,29,15.52,10,0.37,0,13.01,0,1,0,1,0,0,Medium
2,41,62.18,4,0.43,2,7.81,2,1,1,3,2,0,High
4,11,67.46,7,0.12,1,12.37,3,1,0,3,0,2,Low
3,10,16.08,10,0.37,0,27.78,3,1,0,1,4,1,Low
7,39,28.42,1,0.29,1,13.04,0,0,0,1,2,0,High
3,35,66.76,6,0.04,0,7.49,1,0,0,0,2,1,Medium
10,14,7.33,7,0.09,2,23.87,1,0,1,0,2,1,Low
6,19,95.06,10,0.08,2,25.16,4,1,0,2,4,2,Medium
3,35,68.57,1,0.37,1,5.64,2,0,0,3,3,2,Medium
4,27,41.63,1,0.45,2,11.39,1,1,0,2,2,1,Medium
10,21,47.38,7,0.01,1,24.03,1,1,0,3,4,0,Medium
6,21,16.01,7,0.19,0,29.0,3,1,0,1,0,2,Medium
2,20,24.26,9,0.14,1,14.78,3,0,0,3,3,2,Medium
10,37,92.79,6,0.25,1,26.1,4,0,0,2,3,2,High
3,46,48.41,0,0.02,0,11.9,1,1,0,2,3,1,High
3,47,21.3,10,0.43,1,10.1,2,0,0,1,2,1,High
3,33,65.12,11,0.36,1,21.99,2,0,0,1,4,0,Medium
2,14,34.83,4,0.4,2,26.0,2,0,0,0,3,1,Low
8,49,85.24,4,0.37,1,9.72,4,0,0,2,2,2,High
3,39,78.15,7,0.17,0,26.01,4,0,0,3,4,0,High
2,36,35.03,9,0.45,1,7.09,0,0,0,1,1,2,High
2,34,66.33,11,0.38,0,24.64,2,0,0,0,0,1,Medium
4,13,23.74,0,0.01,1,15.43,2,1,0,3,2,0,Low
5,22,30.31,8,0.38,1,25.09,0,1,0,2,2,2,Medium
5,36,93.06,3,0.02,0,18.81,2,0,0,1,2,0,High
9,30,13.07,1,0.36,0,16.2,0,1,0,1,3,2,Medium
6,34,17.75,3,0.08,2,23.51,1,1,0,0,0,0,Medium
7,8,42.98,2,0.12,2,26.37,0,1,0,1,4,1,Low
7,13,61.05,7,0.01,0,10.74,1,1,0,2,2,1,Low
4,36,25.24,4,0.3,1,15.28,0,0,0,3,2,2,High
6,41,20.64,10,0.13,2,18.07,2,0,0,3,0,1,High
1,26,84.46,5,0.35,2,24.12,0,1,0,2,4,1,Medium
10,9,68.72,11,0.21,0,23.72,3,1,0,3,0,0,Low
10,23,72.98,1,0.49,1,15.19,3,0,0,1,3,1,Medium
10,15,50.17,4,0.1,0,27.5,0,0,0,0,1,0,Low
0,1,22.97,10,0.34,2,21.19,2,0,0,2,1,1,Low
6,19,62.79,2,0.2,0,17.0,2,0,0,0,1,2,Medium
1,1,3.09,6,0.06,1,11.34,3,1,0,1,4,1,Low
8,37,52.3,10,0.29,0,11.39,0,1,0,3,4,0,High
3,6,71.57,5,0.17,2,11.6,0,1,0,1,4,1,Low
9,1,41.37,7,0.3,0,24.67,0,0,0,2,2,2,Low
9,19,41.42,1,0.34,2,13.66,3,0,1,2,0,1,Medium
7,2,13.14,9,0.28,0,6.2,2,1,0,0,0,1,Low
2,22,53.46,7,0.15,2,7.23,4,0,0,3,1,2,Medium
2,8,36.74,7,0.27,2,9.69,3,0,0,0,3,2,Low
4,16,22.06,3,0.43,2,15.45,2,1,0,0,0,0,Medium
10,15,51.31,6,0.01,1,25.06,3,0,0,3,1,2,Low
1,38,15.41,4,0.3,2,15.22,1,1,1,2,0,0,High
8,2,59.14,0,0.27,0,11.93,3,1,0,3,0,2,Low
0,2,48.86,3,0.31,1,20.14,1,0,0,2,1,1,Low
0,17,74.24,4,0.44,1,23.72,2,1,0,2,1,0,Medium
2,16,14.95,3,0.45,2,6.78,2,1,0,0,0,1,Medium
10,24,46.08,9,0.03,1,8.75,0,0,0,3,0,1,Medium
2,24,85.12,11,0.48,1,24.63,3,0,0,1,4,1,Medium
0,47,41.65,11,0.48,1,13.73,1,1,0,0,0,2,High
8,26,75.2,7,0.36,0,6.97,4,1,0,2,0,2,Medium
3,30,37.45,9,0.25,1,23.43,3,1,0,1,3,1,Medium
5,33,68.0,11,0.3,2,12.48,3,0,0,1,3,2,Medium
5,14,85.1,7,0.42,0,5.01,4,0,0,1,2,1,Low
0,42,71.19,3,0.45,1,13.04,2,0,0,1,0,1,High
1,22,43.75,6,0.37,0,7.61,0,0,0,1,0,1,Medium
6,19,84.02,7,0.0,0,27.17,3,1,0,0,2,1,Medium
6,41,57.52,1,0.23,2,17.54,2,0,0,2,2,1,High
0,43,49.12,11,0.45,0,16.44,1,1,0,3,0,0,High
1,26,91.26,4,0.14,1,29.19,4,0,0,3,2,2,Medium
8,35,87.47,2,0.22,2,7.79,3,0,0,3,3,0,Medium
5,12,39.3,9,0.37,0,23.07,2,1,0,2,3,0,Low
1,2,22.94,5,0.23,2,28.82,2,0,0,0,3,0,Low
6,38,38.08,1,0.23,1,26.32,4,1,0,0,4,2,High
4,4,5.75,6,0.4,1,23.42,1,0,0,2,3,1,Low
8,44,45.18,1,0.1,0,25.98,2,1,0,1,2,1,High
9,47,45.76,8,0.47,0,9.22,4,1,0,0,2,0,High
3,21,65.76,5,0.11,2,28.53,0,0,0,1,3,1,Medium
5,7,38.63,6,0.14,0,17.43,0,0,1,2,0,1,Low
8,42,34.7,11,0.33,1,27.53,4,1,0,1,2,2,High
0,44,16.69,10,0.39,1,11.33,2,1,1,3,3,0,High
10,39,39.4,3,0.41,2,25.26,3,0,0,1,4,1,High
10,19,14.66,7,0.27,1,8.46,2,1,0,3,1,2,Medium
10,49,44.12,5,0.22,0,7.46,4,1,1,2,4,1,High
2,13,80.66,10,0.07,0,19.4,0,0,0,3,4,1,Low
1,32,81.83,3,0.5,0,18.42,1,0,0,3,2,1,Medium
7,24,83.51,2,0.46,1,20.35,2,0,0,3,1,1,Medium
10,10,34.12,0,0.07,1,20.63,1,1,0,2,0,2,Low
1,42,97.29,8,0.05,1,20.11,1,1,0,2,0,0,High
2,24,65.07,0,0.03,1,25.06,3,0,0,3,1,0,Medium
8,34,9.85,11,0.05,0,15.02,3,1,0,1,2,1,Medium
9,18,49.06,9,0.42,1,21.27,1,0,0,0,0,2,Medium
9,45,93.49,6,0.45,2,25.71,2,0,0,3,0,0,High
10,25,12.05,7,0.07,2,9.4,0,1,0,3,0,2,Medium
9,39,55.43,1,0.0,2,28.47,2,0,0,0,3,1,High
6,15,79.27,1,0.44,2,22.39,4,1,0,2,3,1,Low
1,4,71.91,8,0.24,0,16.26,0,1,0,3,2,0,Low
5,21,75.41,8,0.09,0,27.24,2,0,0,2,3,0,Medium
9,32,87.88,11,0.01,0,13.74,2,1,0,3,2,0,Medium
4,25,71.66,10,0.01,0,21.49,1,0,0,2,4,2,Medium
3,2,22.54,3,0.05,2,9.56,4,1,0,1,3,2,Low
9,9,42.51,8,0.41,2,22.09,3,1,0,1,2,1,Low
9,34,55.73,9,0.17,1,6.48,4,1,0,3,4,0,Medium
10,16,96.77,10,0.38,0,10.58,4,1,0,0,3,0,Medium
10,32,65.23,5,0.23,2,13.05,2,0,0,0,1,0,Medium
6,47,82.16,2,0.13,2,20.68,2,1,1,2,1,0,High
8,8,37.36,0,0.1,0,12.77,2,1,0,0,0,0,Low
4,23,22.5,5,0.17,1,27.01,4,0,0,0,2,0,Medium
8,45,23.92,1,0.06,1,26.79,1,0,0,3,1,2,High
9,29,88.62,10,0.34,0,28.05,2,0,0,0,2,1,Medium
0,48,95.6,11,0.33,0,14.5,1,0,0,1,1,0,High
